images,corr_ans,type
surfboard.jpg,right,new
badmintonracket.jpg,right,new
tennisracket.jpg,right,new
exercisemachine.jpg,right,new
hockeygoalieglove.jpg,right,new
cooler01.jpg,right,new
rollerblade.jpg,right,new
bikehelmet.jpg,right,new
anchor.jpg,right,new
sportbag.jpg,right,new
hockeystick.jpg,right,new
charcoalbarbecue.jpg,right,new
baseballglove.jpg,right,new
spotlight.jpg,right,new
heatpump.jpg,right,new
lamp04a.jpg,right,new
videocamera01a.jpg,right,new
securitycamera.jpg,right,new
crocodileclips.jpg,right,new
antenna.jpg,right,new
cameracase01a.jpg,right,new
photocopier.jpg,right,new
microphone01.jpg,right,new
papershredder.jpg,right,new
alarmclock01.jpg,right,new
monitor.jpg,right,new
fluorescentlightbulb.jpg,right,new
extensioncord.jpg,right,new
battery02b.jpg,right,new
cd.jpg,right,new
djmixer02.jpg,right,new
airconditioner.jpg,right,new
fanheater.jpg,right,new
floppydisk02a.jpg,right,new
pda.jpg,right,new
lectern01.jpg,right,new
computerkeyboard02.jpg,right,new
studiolight.jpg,right,new
cellphone.jpg,right,new
powercable.jpg,right,new
wiicontroller.jpg,right,new
ipod.jpg,right,new
chandelier.jpg,right,new
cassettetape01a.jpg,right,new
desktopcomputer.jpg,right,new
carlighter02.jpg,right,new
atm.jpg,right,new
dvdcase.jpg,right,new
filmroll.jpg,right,new
nintendods.jpg,right,new
television.jpg,right,new
drill01b.jpg,left,new
leafblower01.jpg,left,new
jumpingjack.jpg,left,new
wheel01.jpg,left,new
hammer01.jpg,left,new
ladder.jpg,left,new
blender.jpg,left,new
measuringcup01.jpg,left,new
spatula03.jpg,left,new
jar02.jpg,left,new
cookingpot.jpg,left,new
toothpick02.jpg,left,new
grill.jpg,left,new
spoon01.jpg,left,new
teapot.jpg,left,new
drinkshaker.jpg,left,new
grater01a.jpg,left,new
towel01.jpg,left,new
bottlecap.jpg,left,new
pitcher02b.jpg,left,new
bastingbrush.jpg,left,new
whisk.jpg,left,new
spicerack.jpg,left,new
straw.jpg,left,new
toasteroven.jpg,left,new
pastaspoon.jpg,left,new
cutleryset.jpg,left,new
butterknife.jpg,left,new
funnel.jpg,left,new
thermos.jpg,left,new
espressomachine.jpg,left,new
paninigrill.jpg,left,new
microwave.jpg,left,new
jug.jpg,left,new
chocolatefonduedish.jpg,left,new
winerack.jpg,left,new
cowbell.jpg,left,new
waterbottle03.jpg,left,new
spatula04.jpg,left,new
electricmixer.jpg,left,new
kitchenscale01a.jpg,left,new
glass02a.jpg,left,new
kettle01.jpg,left,new
fryingpan02a.jpg,left,new
gymnasticring.jpg,left,new
outdoorheater.jpg,left,new
canoepaddle02.jpg,left,new
shinpad.jpg,left,new
